layer,baseline_mean,positive_mean,negative_mean,delta
31,-5.058756510416667,-4.895161946614583,-5.098490397135417,0.20332845052083393
32,-5.058756510416667,-4.944925944010417,-5.0001220703125,0.05519612630208304
33,-5.058756510416667,-4.80584716796875,-5.025431315104167,0.21958414713541696
34,-5.058756510416667,-4.795654296875,-5.051717122395833,0.25606282552083304
35,-5.058756510416667,-4.8797607421875,-5.103719075520833,0.22395833333333304
36,-5.058756510416667,-4.871602376302083,-5.030069986979167,0.15846761067708393
37,-5.058756510416667,-4.935323079427083,-4.996968587239583,0.0616455078125
38,-5.058756510416667,-4.853068033854167,-4.98492431640625,0.13185628255208304
39,-5.058756510416667,-4.923828125,-4.986287434895833,0.06245930989583304
40,-5.058756510416667,-4.898234049479167,-4.910074869791667,0.0118408203125
41,-5.058756510416667,-5.028523763020833,-4.587565104166667,-0.4409586588541661
42,-5.058756510416667,-4.703104654947917,-4.43963623046875,-0.26346842447916696
43,-5.058756510416667,-4.817464192708333,-4.250651041666667,-0.5668131510416661
44,-5.058756510416667,-4.8260498046875,-4.166748046875,-0.6593017578125
45,-5.058756510416667,-4.749308268229167,-4.200032552083333,-0.5492757161458339
46,-5.058756510416667,-4.807291666666667,-4.102010091145833,-0.7052815755208339
47,-5.058756510416667,-4.671875,-4.25762939453125,-0.41424560546875
48,-5.058756510416667,-4.5887451171875,-4.357442220052083,-0.23130289713541696
49,-5.058756510416667,-4.837117513020833,-4.133677164713542,-0.7034403483072911
50,-5.058756510416667,-5.041341145833333,-3.8422444661458335,-1.1990966796874996
51,-5.058756510416667,-5.237060546875,-3.9988606770833335,-1.2381998697916665
52,-5.058756510416667,-5.218119303385417,-3.8617960611979165,-1.3563232421875004
53,-5.058756510416667,-5.275309244791667,-3.6332194010416665,-1.6420898437500004
54,-5.058756510416667,-4.8646240234375,-3.6639200846354165,-1.2007039388020835
55,-5.058756510416667,-4.75732421875,-4.3560791015625,-0.4012451171875
56,-5.058756510416667,-4.24395751953125,-4.721842447916667,0.47788492838541696
57,-5.058756510416667,-4.558064778645833,-4.503702799479167,-0.054361979166666075
58,-5.058756510416667,-4.692159016927083,-4.335978190104167,-0.3561808268229161
59,-5.058756510416667,-4.4443359375,-4.361368815104167,-0.08296712239583304
60,-5.058756510416667,-4.246785481770833,-4.354268391927083,0.10748291015625
61,-5.058756510416667,-4.305135091145833,-4.664693196614583,0.35955810546875
62,-5.058756510416667,-4.17578125,-4.389739990234375,0.213958740234375
63,-5.058756510416667,-4.2353515625,-4.277140299479167,0.04178873697916696
64,-5.058756510416667,-4.354410807291667,-4.154520670572917,-0.19989013671875
65,-5.058756510416667,-4.2750244140625,-4.436482747395833,0.16145833333333304
66,-5.058756510416667,-4.407999674479167,-4.268086751302083,-0.13991292317708393
67,-5.058756510416667,-4.234090169270833,-4.516988118489583,0.28289794921875
68,-5.058756510416667,-3.6754150390625,-4.91119384765625,1.23577880859375
69,-5.058756510416667,-2.9373575846354165,-3.9752604166666665,1.03790283203125
70,-5.058756510416667,-2.1187337239583335,-2.5145670572916665,0.39583333333333304
71,-5.058756510416667,-1.1454671223958333,-1.45111083984375,0.30564371744791674
72,-5.058756510416667,-2.5880533854166665,-0.18998209635416666,-2.3980712890625
73,-5.058756510416667,-3.1949055989583335,-2.1393229166666665,-1.055582682291667
74,-5.058756510416667,-3.6706949869791665,-5.266520182291667,1.5958251953125004
75,-5.058756510416667,-2.4173177083333335,-5.030019124348958,2.6127014160156246
76,-5.058756510416667,-2.7567545572916665,-5.51629638671875,2.7595418294270835
77,-5.058756510416667,-3.0638427734375,-6.150248209635417,3.086405436197917
78,-5.058756510416667,-3.255615234375,-6.173990885416667,2.918375651041667
79,-5.058756510416667,-2.7565104166666665,-6.572713216145833,3.8162027994791665
80,-5.058756510416667,-3.3752848307291665,-6.2151234944661455,2.839838663736979
81,-5.058756510416667,-3.2090250651041665,-6.309343973795573,3.1003189086914067
82,-5.058756510416667,-3.3863118489583335,-6.085227966308594,2.6989161173502603
83,-5.058756510416667,-3.482177734375,-5.944160461425781,2.4619827270507812
84,-5.058756510416667,-3.40576171875,-5.951802571614583,2.546040852864583
85,-5.058756510416667,-4.014322916666667,-5.250020345052083,1.235697428385416
86,-5.058756510416667,-3.9545491536458335,-4.726061503092448,0.7715123494466147
87,-5.058756510416667,-4.288045247395833,-4.655751546223958,0.367706298828125
88,-5.058756510416667,-4.507120768229167,-4.558563232421875,0.05144246419270804
89,-5.058756510416667,-4.604817708333333,-4.4531199137369795,-0.15169779459635357
90,-5.058756510416667,-4.685872395833333,-4.445210774739583,-0.24066162109375
91,-5.058756510416667,-4.352213541666667,-4.924550374348958,0.5723368326822911
92,-5.058756510416667,-4.53564453125,-4.776326497395833,0.24068196614583304
93,-5.058756510416667,-4.918294270833333,-4.770467122395833,-0.1478271484375
